Business Name,Instagram Handle,Instagram URL,Category,Area,Signal Tier,Status,Verified?,Date of Last Post,Activity Frequency,Notes
"Green Property Management - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",greenmanagementcr,"=HYPERLINK(""https://www.instagram.com/greenmanagementcr/"",""@greenmanagementcr"")",real_estate,Playa Chiquita,T3,ok,FALSE,,,
Farmacia Caribe,farmaciacaribe,"=HYPERLINK(""https://www.instagram.com/farmaciacaribe/"",""@farmaciacaribe"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Mega Super,megasuper,"=HYPERLINK(""https://www.instagram.com/megasuper/"",""@megasuper"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
Old Harbour Supermarket,ohs,"=HYPERLINK(""https://www.instagram.com/ohs/"",""@ohs"")",shopping,Puerto Viejo,T3,ok,FALSE,,,
"Pali Supermarket - Hone Creek, Limón, Costa Rica",palisupermarketcr,"=HYPERLINK(""https://www.instagram.com/palisupermarketcr/"",""@palisupermarketcr"")",shopping,Hone Creek,T3,ok,FALSE,,,
"Super Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",cocles,"=HYPERLINK(""https://www.instagram.com/cocles/"",""@cocles"")",shopping,Cocles,T3,ok,FALSE,,,
"Super Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",superpuntauva,"=HYPERLINK(""https://www.instagram.com/superpuntauva/"",""@superpuntauva"")",shopping,Punta Uva,T3,ok,FALSE,,,
"Super SK - Playa Negra, Puerto Viejo, Limón, Costa Rica",supersk,"=HYPERLINK(""https://www.instagram.com/supersk/"",""@supersk"")",shopping,Playa Negra,T3,ok,FALSE,,,
"Servicentro Hone Creek - Hone Creek, Limón, Costa Rica",shc,"=HYPERLINK(""https://www.instagram.com/shc/"",""@shc"")",services,Hone Creek,T3,ok,FALSE,,,
Catholic Church,catholicchurch,"=HYPERLINK(""https://www.instagram.com/catholicchurch/"",""@catholicchurch"")",services,Puerto Viejo,T3,ok,FALSE,,,
Puerto Viejo Police Town Station,puertoviejopolicetownstation,"=HYPERLINK(""https://www.instagram.com/puertoviejopolicetownstation/"",""@puertoviejopolicetownstation"")",services,Puerto Viejo,T3,ok,FALSE,,,
BAC Credomatic ATM,baccredomaticatm,"=HYPERLINK(""https://www.instagram.com/baccredomaticatm/"",""@baccredomaticatm"")",services,Puerto Viejo,T3,ok,FALSE,,,
Banco de Costa Rica Puerto Viejo,banco_de_costa_rica_puerto_viejo,"=HYPERLINK(""https://www.instagram.com/banco_de_costa_rica_puerto_viejo/"",""@banco_de_costa_rica_puerto_viejo"")",services,Puerto Viejo,T3,ok,FALSE,,,
Banco Nacional,banconacional,"=HYPERLINK(""https://www.instagram.com/banconacional/"",""@banconacional"")",services,Puerto Viejo,T3,ok,FALSE,,,
Main Bus Stop,main_cr,"=HYPERLINK(""https://www.instagram.com/main_cr/"",""@main_cr"")",tour_company,Puerto Viejo,T3,ok,FALSE,,,
Panadería Francés,panadera,"=HYPERLINK(""https://www.instagram.com/panadera/"",""@panadera"")",shopping,Cocles,T3,ok,FALSE,,,
Hotel Villas y Glamping M&A,villasmya,"=HYPERLINK(""https://www.instagram.com/villasmya/"",""@villasmya"")",vacation_rental,Cocles,T3,ok,FALSE,,,
ALMA Masajes,alma.masajes.spa,"=HYPERLINK(""https://www.instagram.com/alma.masajes.spa/"",""@alma.masajes.spa"")",wellness,Playa Negra,T3,ok,FALSE,,,
Beauty Ritual Spa,beautyritualspa,"=HYPERLINK(""https://www.instagram.com/beautyritualspa/"",""@beautyritualspa"")",wellness,Cocles,T3,ok,FALSE,,,
Cabina trepazul,trepazul,"=HYPERLINK(""https://www.instagram.com/trepazul/"",""@trepazul"")",vacation_rental,Playa Negra,T3,ok,FALSE,,,
"Babilonia - Cahuita, Limón, Costa Rica",babilonia,"=HYPERLINK(""https://www.instagram.com/babilonia/"",""@babilonia"")",vacation_rental,Cahuita,T3,ok,FALSE,,,
"Bomberos Bribri - Bribri, Limón, Costa Rica",bomberos_costa_rica,"=HYPERLINK(""https://www.instagram.com/bomberos_costa_rica/"",""@bomberos_costa_rica"")",services,Bribri,T3,ok,FALSE,,,
"Cahuita Lodge - Cahuita, Limón, Costa Rica",cahuitalodge,"=HYPERLINK(""https://www.instagram.com/cahuitalodge/"",""@cahuitalodge"")",vacation_rental,Cahuita,T3,ok,FALSE,,,
"Casas Del Mar - Manzanillo, Limón, Costa Rica",casasdelmarmanzanillo,"=HYPERLINK(""https://www.instagram.com/casasdelmarmanzanillo/"",""@casasdelmarmanzanillo"")",vacation_rental,Manzanillo,T3,ok,FALSE,,,
"Coral Vet - Cahuita, Limón, Costa Rica",coralvetcr,"=HYPERLINK(""https://www.instagram.com/coralvetcr/"",""@coralvetcr"")",services,Cahuita,T3,ok,FALSE,,,
"Gandoca Tours - Gandoca, Limón, Costa Rica",gandocatours,"=HYPERLINK(""https://www.instagram.com/gandocatours/"",""@gandocatours"")",tour_company,Gandoca,T3,ok,FALSE,,,
"Green Lapa's Village - Manzanillo, Limón, Costa Rica",greenlapasvillage,"=HYPERLINK(""https://www.instagram.com/greenlapasvillage/"",""@greenlapasvillage"")",vacation_rental,Manzanillo,T3,ok,FALSE,,,
"Happy House Manzanillo - Manzanillo, Limón, Costa Rica",happyhousecostarica,"=HYPERLINK(""https://www.instagram.com/happyhousecostarica/"",""@happyhousecostarica"")",vacation_rental,Manzanillo,T3,ok,FALSE,,,
"Hotel Los Cielos del Caribe - Cahuita, Limón, Costa Rica",villasloscielosdelcaribe,"=HYPERLINK(""https://www.instagram.com/villasloscielosdelcaribe/"",""@villasloscielosdelcaribe"")",vacation_rental,Cahuita,T3,ok,FALSE,,,
"Kañik Apart Hotel - Manzanillo, Limón, Costa Rica",kanikapartahotel,"=HYPERLINK(""https://www.instagram.com/kanikapartahotel/"",""@kanikapartahotel"")",vacation_rental,Manzanillo,T3,ok,FALSE,,,
"La Casa Del Mango - Cahuita, Limón, Costa Rica",la_casa_del_mango,"=HYPERLINK(""https://www.instagram.com/la_casa_del_mango/"",""@la_casa_del_mango"")",vacation_rental,Cahuita,T3,ok,FALSE,,,
"La Fundación Cahuita Playing for Change - Cahuita, Limón, Costa Rica",fundacioncahuitapfc,"=HYPERLINK(""https://www.instagram.com/fundacioncahuitapfc/"",""@fundacioncahuitapfc"")",services,Cahuita,T3,ok,FALSE,,,
"La Rana De Cahuita - Cahuita, Limón, Costa Rica",laranadecahuitalodge,"=HYPERLINK(""https://www.instagram.com/laranadecahuitalodge/"",""@laranadecahuitalodge"")",vacation_rental,Cahuita,T3,ok,FALSE,,,
"Mulata - Cahuita, Limón, Costa Rica",mulata.cr,"=HYPERLINK(""https://www.instagram.com/mulata.cr/"",""@mulata.cr"")",shopping,Cahuita,T3,ok,FALSE,,,
"Nature Observatorio - Manzanillo, Limón, Costa Rica",natureobservatorio,"=HYPERLINK(""https://www.instagram.com/natureobservatorio/"",""@natureobservatorio"")",tour_company,Manzanillo,T3,ok,FALSE,,,
"Papaya Wildlife Lodge - Cahuita, Limón, Costa Rica",papaya_wildlife_lodge,"=HYPERLINK(""https://www.instagram.com/papaya_wildlife_lodge/"",""@papaya_wildlife_lodge"")",vacation_rental,Cahuita,T3,ok,FALSE,,,
"Sloth Sanctuary - Cahuita, Limón, Costa Rica",sloth.sanctuary.costa.rica,"=HYPERLINK(""https://www.instagram.com/sloth.sanctuary.costa.rica/"",""@sloth.sanctuary.costa.rica"")",tour_company,Cahuita,T3,ok,FALSE,,,
"Sport Body Gym - Cahuita, Limón, Costa Rica",sport_body_gym,"=HYPERLINK(""https://www.instagram.com/sport_body_gym/"",""@sport_body_gym"")",services,Cahuita,T3,ok,FALSE,,,
