business_name,category,area,google_maps_cid,group_nightlife,group_eat,group_stay,group_things-to-do,group_shopping,group_services,group_wellness,group_transport,current_groups,potential_groups
Caribe Sur Real Estate,real_estate,Puerto Viejo,14937553679269800467,,,,,,current,,,services,services
"Century 21 Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",real_estate,Playa Chiquita,4080809972239951323,,,,,,current,,,services,services
Coldwell Banker Caribe,real_estate,Puerto Viejo,49080311362860494,,,,,,current,,,services,services
RISE Puerto Viejo,real_estate,Puerto Viejo,10602615161199468109,,,,,,current,,,services,services
"Green Property Management - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",real_estate,Playa Chiquita,8364214958693781126,,,,,,current,,,services,services
Farmacia Caribe,shopping,Puerto Viejo,11695310561034687807,,,,,current,current,,,services|shopping,services|shopping
Puerto Viejo Pharmacy,shopping,Puerto Viejo,3604431449933497569,,,,,current,current,,,services|shopping,services|shopping
Mega Super,shopping,Puerto Viejo,9205429348892041088,,,,,current,,,,shopping,shopping
Old Harbour Supermarket,shopping,Puerto Viejo,15754056459834286605,,,,,current,,,,shopping,shopping
"Pali Supermarket - Hone Creek, Limón, Costa Rica",shopping,Hone Creek,16057147527426616372,,,,,current,,,,shopping,shopping
"Super Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",shopping,Cocles,6712847186866435431,,,,,current,,,,shopping,shopping
"Super Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",shopping,Punta Uva,2289992265205374495,,,,,current,,,,shopping,shopping
"Super SK - Playa Negra, Puerto Viejo, Limón, Costa Rica",shopping,Playa Negra,4633778847403409813,,,,,current,,,,shopping,shopping
"Servicentro Hone Creek - Hone Creek, Limón, Costa Rica",services,Hone Creek,11028453782334017200,,,,,,current,,,services,services
Catholic Church,services,Puerto Viejo,4409251360524216865,,,,,,current,,,services,services
"Puerto Viejo Police Station - Playa Negra, Puerto Viejo, Limón, Costa Rica",services,Playa Negra,9360864736049190713,,,,,,current,,,services,services
Puerto Viejo Police Town Station,services,Puerto Viejo,2262025233079404899,,,,,,current,,,services,services
BAC Credomatic ATM,services,Puerto Viejo,17219624679350508173,,,,,context,current,,,services,services
Banco de Costa Rica Puerto Viejo,services,Puerto Viejo,6083793639075237056,,,,,,current,,,services,services
Banco Nacional,services,Puerto Viejo,1353920052832893881,,,,,,current,,,services,services
Main Bus Stop,tour_company,Puerto Viejo,7826458106781310635,,,,current,,,,suggested,things-to-do,things-to-do|transport
Watuza,restaurant,Puerto Viejo,5087368109469436,,current,,,,,,,eat,eat
El Faro 13,hostel,Puerto Viejo,3318057307050382237,,,current,,,,,,stay,stay
Hotel Los Sueños,hostel,Puerto Viejo,6172303307990233309,,,current,,,,,,stay,stay
Villa Bukë,hostel,Playa Negra,7028859976887285327,,,current,,,,,,stay,stay
Beach Hut,hotel,Puerto Viejo,16042642729582706568,,,current,,,,,,stay,stay
Mi Casa Hostel y Hotel El Tesoro,hotel,Cocles,13125604731849220414,,,current,,,,,,stay,stay
Cabinas Orange Green,hotel,Puerto Viejo,12957286642440581909,,,current,,,,,,stay,stay
Cabinas Wray,hotel,Puerto Viejo,13263856020028543184,,,current,,,,,,stay,stay
Casa Badawi,hotel,Puerto Viejo,317666818352039671,,,current,,,,,,stay,stay
Casa Trinidad,hotel,Puerto Viejo,15386546290359540673,,,current,,,,,,stay,stay
Casa Tuareg,hotel,Puerto Viejo,6991145958394588637,,,current,,,,,,stay,stay
Harmony: Mini Casa Rodante by Aptos Casa Caribe,hotel,Puerto Viejo,564116512944240361,,,current,,,,,,stay,stay
Hotel Posada Nena,hotel,Puerto Viejo,,,,current,,,,,,stay,stay
Lapalapa Beach Front Hotel,hotel,Cocles,10103267938150795136,,,current,,,,,,stay,stay
Las Mariposas,hotel,Playa Chiquita,10805419731316352392,,,current,,,,,,stay,stay
Paula's and Daniel's Homestay,hotel,Puerto Viejo,,,,current,,,,,,stay,stay
Totem Hotel Resort & Restaurant,hotel,Cocles,1478870326467382969,,suggested,current,,,,,,stay,eat|stay
Vista Verde,hotel,Puerto Viejo,5511726850680415410,,,current,,,,,,stay,stay
Restaurante Cariblue,restaurant,Cocles,11076891351201890493,,current,,,,,,,eat,eat
Río Negro,restaurant,Cocles,9366602319080449218,,current,,,,,,,eat,eat
Jungle Air Parapente,shopping,Puerto Viejo,13154832338927502648,,,,,current,,,,shopping,shopping
Panadería Francés,shopping,Cocles,,,current,,,current,,,,eat|shopping,eat|shopping
Hotel Villas y Glamping M&A,vacation_rental,Cocles,4688760639939900664,,,current,,,,,,stay,stay
Yerbas Concepto Culinario,restaurant,Puerto Viejo,4171499263891603584,,current,,,,,,,eat,eat
Abba Home,vacation_rental,Puerto Viejo,4461576710289322066,,,current,,,,,,stay,stay
ALMA Masajes,wellness,Playa Negra,1952261552637324801,,,,,,context,current,,wellness,wellness
Alojamiento kon-tiky,vacation_rental,Playa Negra,2436293331676785956,,,current,,,,,,stay,stay
Api-Rescate,shopping,Cocles,12888475778927218100,,,,,current,,,,shopping,shopping
Ariel Apartment's,vacation_rental,Playa Negra,13949908967524151461,,,current,,,,,,stay,stay
Arrecife El Chino,tour_company,Puerto Viejo,17999916450116929174,,,,current,,,,,things-to-do,things-to-do
Beach Trail,tour_company,Playa Negra,1672049247961347392,,,,current,,,,,things-to-do,things-to-do
Beauty Ritual Spa,wellness,Cocles,5126079905553228488,,,,,,current,current,,services|wellness,services|wellness
BERACA,restaurant,Puerto Viejo,2501817113382200716,,current,,,,,,,eat,eat
Blessed Hands Massage Therapy,wellness,Playa Negra,11342442517607475672,,,,,,context,current,,wellness,wellness
Blue Dreams Hotel,hotel,Playa Negra,7864989313907649296,context,,current,,,,,,stay,stay
Buddy's Sloth Crossing,tour_company,Puerto Viejo,7100005996183210934,,,,current,,,,,things-to-do,things-to-do
Bugambilia Inn,hotel,Playa Negra,17729819013080646669,,,current,,,,,,stay,stay
Cabañas KiaMiMi,hotel,Puerto Viejo,1705549831231309538,,,current,,,,,,stay,stay
Cabina trepazul,vacation_rental,Playa Negra,11625884884438770753,,,current,,,,,,stay,stay
Cabinas Bambu,hotel,Playa Negra,17407111603426783648,,,current,,,,,,stay,stay
Cabinas Yemanya,hotel,Playa Negra,12696769290945837673,,,current,,,,,,stay,stay
Café Jaguar & Art Gallery,restaurant,Playa Chiquita,1099770184487127337,,current,,,,,,,eat,eat
Caribbean Blue Morpho Casitas,vacation_rental,Playa Negra,15075381955885778012,,,current,,,,,,stay,stay
Caribbean Hill Villas,hotel,Cocles,10446838691217537192,,,current,,,,,,stay,stay
CaribeZen,wellness,Playa Negra,16346096411354140739,,,,,,context,current,,wellness,wellness
Casa Alegra,wellness,Playa Negra,704176135278923927,,,,,,context,current,,wellness,wellness
Casa Amma,vacation_rental,Playa Negra,7547821247784059764,,,current,,,,,,stay,stay
Casa Amor,vacation_rental,Playa Negra,2049439108129397134,,,current,,,,,,stay,stay
Casa Antorcha,vacation_rental,Cocles,3140302717225770813,,,current,,,,,,stay,stay
Casa Canopy,vacation_rental,Playa Chiquita,9228433576839534036,,,current,suggested,,,,,stay,stay|things-to-do
Casa Chilamate Day House,vacation_rental,Playa Negra,9842399411646961220,,,current,,,,,,stay,stay
Casa del Caribe B&B,hotel,Playa Negra,15109859868766777239,,,current,,,,,,stay,stay
Casa Lily,vacation_rental,Playa Chiquita,316298798085648093,,,current,,,,,,stay,stay
Casa Miluca,vacation_rental,Playa Negra,,,,current,,,,,,stay,stay
Casa Miluco,vacation_rental,Playa Negra,1887854985612918255,,,current,,,,,,stay,stay
Casa Olingo,vacation_rental,Cocles,15130039431868872191,,,current,,,,,,stay,stay
Casa Pallaita,vacation_rental,Playa Negra,12261963239237230570,,,current,,,,,,stay,stay
Casa Palliata,vacation_rental,Playa Negra,3067085546718993771,,,current,,,,,,stay,stay
Casa Shanti,vacation_rental,Cocles,1532267197232448530,,,current,,,,,,stay,stay
casa tia zeidy,vacation_rental,Playa Negra,1467139456314837512,,,current,,,,,,stay,stay
Casa vacacional happy day beach house,vacation_rental,Puerto Viejo,11284617851322192684,,,current,,,,,,stay,stay
Casa Vosi,vacation_rental,Playa Negra,14746104939384196054,,,current,,,,,,stay,stay
Casas Sloth & Butterfly,vacation_rental,Playa Negra,6852082090485791353,,,current,,,,,,stay,stay
Casita Tucan,hotel,Cocles,8515345812121137688,,,current,,,,,,stay,stay
Casitas Batsú,vacation_rental,Cocles,1201615432871305998,,,current,,,,,,stay,stay
Casitas del Bosque,hotel,Puerto Viejo,17991662797152698167,,,current,,,,,,stay,stay
CHOCORART,shopping,Puerto Viejo,14244983452023827203,,,,,current,,,,shopping,shopping
Cirrus Sky Paragliding CR,tour_company,Playa Negra,906367207779863842,,,,current,,,,,things-to-do,things-to-do
Cubali Beach,tour_company,Playa Negra,11408791647006779441,,,,current,,,,,things-to-do,things-to-do
Doctah Herbalist,restaurant,Cocles,7437765293747491582,,current,,,,,,,eat,eat
Explora Caribe CR,restaurant,Playa Negra,3648769552104707896,,current,,,,,,,eat,eat
Finca Darai,restaurant,Cocles,8690304503274970919,,current,,,,,,,eat,eat
FISIOTERAPIA Agustin cuya,restaurant,Cocles,18425416724501171270,,current,,,,,suggested,,eat,eat|wellness
Fruit Houses,hotel,Cocles,5112397613028029900,,,current,,,,,,stay,stay
Global Stones finca conservación,restaurant,Cocles,7062771685360018807,,current,,,,,,,eat,eat
Hawaiian Massage,wellness,Playa Negra,16307257612295998249,,,,,,context,current,,wellness,wellness
Hidden Viewpoint,restaurant,Playa Negra,2607119743059473489,,current,,,,,,,eat,eat
Hospedaje Dos Sueños,hotel,Puerto Viejo,5066811314987255340,,,current,,,,,,stay,stay
Hotel Rustika Lodge,hotel,Puerto Viejo,17548818634857466246,,,current,,,,,,stay,stay
Iglesia Cristiana Casa De Restauracion,restaurant,Cocles,2747514405733351427,,current,,,,,,,eat,eat
Izzy Rides CR,restaurant,Cocles,9895085162643105852,,current,,,,,,,eat,eat
Jungalow,restaurant,Puerto Viejo,3799140751205186004,,current,,,,,,,eat,eat
Jungla del Caribeño,restaurant,Playa Negra,8356543483034618055,,current,,,,,,,eat,eat
Kä Luxury Caribbean,restaurant,Playa Negra,7538221567368513085,,current,,,,,,,eat,eat
Ka Namu,restaurant,Playa Negra,4776029185661119925,context,current,,,,,,,eat,eat
Katuk,restaurant,Playa Negra,5933448960817825235,,current,,,,,,,eat,eat
La Caracola,restaurant,Playa Negra,8155523474538504664,,current,,,,,,,eat,eat
LA CHASCONA,restaurant,Playa Negra,7444463108124902177,,current,,,,,,,eat,eat
La loma de burrito,restaurant,Playa Chiquita,11481951678172081848,,current,,,,,,,eat,eat
La Paloma Studio en Coclès con cocina a,restaurant,Playa Negra,3738318817422763383,,current,,,,,,,eat,eat
Lapaluna,restaurant,Puerto Viejo,748324862255207133,,current,,,,,,,eat,eat
Mishka Lodge,hotel,Playa Negra,13735728552511903272,,,current,,,,,,stay,stay
Nana's Place Beach House,vacation_rental,Playa Chiquita,14542003755869509189,,,current,,,,,,stay,stay
NAO,restaurant,Playa Negra,17897302561811397380,,current,,,,,,,eat,eat
Paraiso Bohemio,restaurant,Puerto Viejo,2630412520630926072,,current,,,,,,,eat,eat
Pipa's Beach,restaurant,Puerto Viejo,11489327612040758816,,current,,,,,,,eat,eat
Playa Estiven,restaurant,Playa Negra,7002874623913647725,,current,,,,,,,eat,eat
Pure Life Sanctuary,restaurant,Cocles,8563195775533048594,,current,,,,,,,eat,eat
Quinta Guarumo,restaurant,Playa Negra,1452058410293289943,,current,,,,,,,eat,eat
RETIRO VERDE,restaurant,Cocles,18016775300084560342,,current,,,,,,,eat,eat
Rico Tico Tours,restaurant,Puerto Viejo,1177355124524067687,,current,,suggested,,,,,eat,eat|things-to-do
Rio Home,restaurant,Playa Negra,11653253983798852315,,current,,,,,,,eat,eat
River Box Cocles,restaurant,Playa Negra,9113640318365374467,,current,,,,,,,eat,eat
Shenanigans–Eat Drink Dink Drive,restaurant,Cocles,15407971963095007347,,current,,,,,,,eat,eat
Shenanigans–Fat Drink Dink Drive,restaurant,Playa Negra,1386465364860297778,,current,,,,,,,eat,eat
Siren Sanctuary,restaurant,Cocles,4788751592765742715,,current,,,,,,,eat,eat
Sloth Massage,wellness,Puerto Viejo,7521506711555171699,,,,,,context,current,,wellness,wellness
Soda Títeres,restaurant,Cocles,15397983693551523879,,current,,,,,,,eat,eat
Spiral,restaurant,Puerto Viejo,15223674072358364809,,current,,,,,,,eat,eat
Talamanca Organica Cacao & Fine Chocolate,restaurant,Cocles,2447883937820760770,,current,,,,,,,eat,eat
Talamanca Viewpoint,restaurant,Puerto Viejo,6904706285400062631,,current,,,,,,,eat,eat
Tattoo Studio 33,restaurant,Puerto Viejo,7714062364033594701,,current,,,,suggested,suggested,,eat,eat|services|wellness
The Amazing Treehouse and Nature,restaurant,Playa Negra,11842476449595104705,,current,suggested,,,,,,eat,eat|stay
The Reillder Castillo Project,restaurant,Puerto Viejo,10205893883698739713,,current,,,,,,,eat,eat
TreeTop Mansion,restaurant,Playa Negra,11461817048321802805,,current,,,,,,,eat,eat
TRIBU functional training,services,Puerto Viejo,4586270756459627380,,,,context,,current,suggested,,services,services|wellness
Jungalow Tropical Caribeño,restaurant,Cocles,16949465081622523964,,current,,,,,,,eat,eat
"Tropical Getaway ""Casa de Amor",hotel,Cocles,17236719394809389330,,,current,,,,,,stay,stay
"Tropical Getaway ""Dream House""",restaurant,Playa Negra,17546489389337086267,,current,,,,,,,eat,eat
Tubolwak Lodge y Garden,hotel,Cocles,3600435867559147140,,,current,,,,,,stay,stay
Villa Cerise,hotel,Playa Negra,12266159891992406171,,,current,,,,,,stay,stay
Villa Kandulu,hotel,Playa Negra,13333726585970395954,,,current,,,,,,stay,stay
Villa Khalú,hotel,Puerto Viejo,6245678151143547198,,,current,,,,,,stay,stay
Villa Miagoa,hotel,Cocles,8175642157850375308,,,current,,,,,,stay,stay
Villa Selva Luna,hotel,Cocles,2386454846369082110,,,current,,,,,,stay,stay
Villa Tropical,hotel,Playa Negra,12295173525332496963,,,current,,,,,,stay,stay
Villas caranda,hotel,Puerto Viejo,3182923119551018499,,,current,,,,,,stay,stay
Villas Moonlight,hotel,Playa Negra,9839322459254555272,,,current,,,,,,stay,stay
Vindas,restaurant,Playa Negra,1110138628950468520,,current,,,,,,,eat,eat
"3 Bamboo Ecolodge - Cahuita, Limón, Costa Rica",hotel,Cahuita,4522237674630690631,,,current,,,,,,stay,stay
"Aldina's Guest House - Cahuita, Limón, Costa Rica",hotel,Cahuita,6863214499245926667,,,current,,,,,,stay,stay
"Almonds and Corals Boutique Hotel - Manzanillo, Limón, Costa Rica",hotel,Manzanillo,11188266454666848277,,,current,,,,,,stay,stay
"Ara Manzanillo - Manzanillo, Limón, Costa Rica",tour_company,Manzanillo,10605010078218467955,,,,current,,,,,things-to-do,things-to-do
"Aroma Coffee Bar and Breakfast - Cahuita, Limón, Costa Rica",restaurant,Cahuita,730773173410850082,current,current,,,,,,,eat|nightlife,eat|nightlife
"Asante Bistro & Café - Cahuita, Limón, Costa Rica",restaurant,Cahuita,16025283821069438745,suggested,current,,,,,,,eat,eat|nightlife
"Atlantida Lodge - Cahuita, Limón, Costa Rica",hotel,Cahuita,14413272263548243777,,,current,,,,,,stay,stay
"Babilonia - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,18308537531085424661,,,current,,,,,,stay,stay
"Banco de Costa Rica Cahuita - Cahuita, Limón, Costa Rica",services,Cahuita,17086188142975557626,,,,,,current,,,services,services
"Bendita Comida - Bribri, Limón, Costa Rica",restaurant,Bribri,673532812773709021,,current,,,,,,,eat,eat
"Boca Chica Bar Restaurante y Piscina - Cahuita, Limón, Costa Rica",restaurant,Cahuita,,current,current,,,,,,,eat|nightlife,eat|nightlife
"Bohemian Monkey - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,6134891682775153888,,,current,,,,,,stay,stay
"Bomberos Bribri - Bribri, Limón, Costa Rica",services,Bribri,1663157003072952926,,,,,,current,,,services,services
"Brigitte's Ranch - Cahuita, Limón, Costa Rica",hotel,Cahuita,8600435400283546373,,,current,,,,,,stay,stay
"Bungalow Malú Lodge - Cahuita, Limón, Costa Rica",hotel,Cahuita,13905258454095862905,,,current,,,,,,stay,stay
"Bungalows Ache - Cahuita, Limón, Costa Rica",hotel,Cahuita,15520883439481237827,,,current,,,,,,stay,stay
"Bungalows Sloth - Manzanillo, Limón, Costa Rica",hotel,Manzanillo,2126825620796412684,,,current,,,,,,stay,stay
"Cabinas Algebra - Cahuita, Limón, Costa Rica",hotel,Cahuita,17217032978777865192,,,current,,,,,,stay,stay
"Cabinas Arrecife - Cahuita, Limón, Costa Rica",hotel,Cahuita,3940028396006347032,,,current,,,,,,stay,stay
"Cabinas Caribe Luna - Cahuita, Limón, Costa Rica",hotel,Cahuita,12615318204214004945,,,current,,,,,,stay,stay
"Cabinas El Imperio - Sixaola, Limón, Costa Rica",hotel,Sixaola,11746108272448529029,,,current,,,,,,stay,stay
"Cabinas El Mango - Bribri, Limón, Costa Rica",hotel,Bribri,16765429282184001872,,,current,,,,,,stay,stay
"Cabinas El Rinconcito - Gandoca, Limón, Costa Rica",hotel,Gandoca,15910047007271410898,,,current,,,,,,stay,stay
"Cabinas Iguana Cahuita - Cahuita, Limón, Costa Rica",hotel,Cahuita,994897304144940609,,,current,,,,,,stay,stay
"Cabinas Jenny - Cahuita, Limón, Costa Rica",hotel,Cahuita,17682239826356444978,,,current,,,,,,stay,stay
"Cabinas Nirvana Ecolodge - Cahuita, Limón, Costa Rica",hotel,Cahuita,16881576397853312303,,,current,,,,,,stay,stay
"Cabinas Palmer Makanda - Cahuita, Limón, Costa Rica",hotel,Cahuita,12496997589843324576,,,current,,,,,,stay,stay
"Cabinas Smith - Cahuita, Limón, Costa Rica",hotel,Cahuita,7820493530245767869,,,current,,,,,,stay,stay
"Cabinas Surf Side - Cahuita, Limón, Costa Rica",hotel,Cahuita,11022406936380395131,,,current,suggested,,,,,stay,stay|things-to-do
"Cabinas Tito - Cahuita, Limón, Costa Rica",hotel,Cahuita,12755760628427846358,,,current,,,,,,stay,stay
"Cabinas YaMann - Manzanillo, Limón, Costa Rica",hotel,Manzanillo,17823151304931402344,,,current,,,,,,stay,stay
"Cahuita Bus Station - Cahuita, Limón, Costa Rica",tour_company,Cahuita,17472323950177417062,,,,current,,,,suggested,things-to-do,things-to-do|transport
"Cahuita Inn - Cahuita, Limón, Costa Rica",hotel,Cahuita,11302666839265256136,,,current,,,,,,stay,stay
"Cahuita Lodge - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,11730759668778876911,,,current,,,,,,stay,stay
"Cahuita National Park Hotel - Cahuita, Limón, Costa Rica",hotel,Cahuita,400977826922741375,,,current,suggested,,,,,stay,stay|things-to-do
"Canto del Mar Guest House - Gandoca, Limón, Costa Rica",hotel,Gandoca,11739581266027333241,,,current,,,,,,stay,stay
"Caribbean Blue House - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,16920166315638827115,,,current,,,,,,stay,stay
"Caribbean Coconut - Cahuita, Limón, Costa Rica",hotel,Cahuita,12085822181071781545,,,current,,,,,,stay,stay
"Casa Congo Cahuita - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,10854532050659240693,,,current,,,,,,stay,stay
"Casa Firefly Boutique Retreat - Cahuita, Limón, Costa Rica",hotel,Cahuita,3377722209033140563,,,current,,suggested,,suggested,,stay,shopping|stay|wellness
"Casa Lucas - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,17824185107689877044,,,current,,,,,,stay,stay
"Casa Magdalena - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,8414754958644261472,,,current,,,,,,stay,stay
"Casa Mambo Cahuita - Cahuita, Limón, Costa Rica",hotel,Cahuita,13303503940894650235,,,current,,,,,,stay,stay
"Casa Marcellino - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,5829604901849171734,,,current,,,,,,stay,stay
"Casa Namaitamí - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,8825947300590124587,,,current,,,,,,stay,stay
"Casa Verde Cahuita - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,15719999190465539169,,,current,,,,,,stay,stay
"Casas Del Mar - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,12705395086028222701,,,current,,,,,,stay,stay
"Centro Educativo Complementaria Cahuita - Cahuita, Limón, Costa Rica",services,Cahuita,16211630521756150882,,,,,,current,,,services,services
"Chao's Paradise - Cahuita, Limón, Costa Rica",restaurant,Cahuita,15813957405519010877,context,current,,,,,,,eat,eat
"Chile Verde - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,6304189307372846359,,,current,,,,,,stay,stay
"Ciudad Perdida Ecolodge - Cahuita, Limón, Costa Rica",hotel,Cahuita,8861421744260324499,,,current,,,,,,stay,stay
"Clinica Dental OCI Cahuita - Cahuita, Limón, Costa Rica",services,Cahuita,8625510128460244741,,,,,,current,current,,services|wellness,services|wellness
"Clínica de Medicina Integral Bribri - Bribri, Limón, Costa Rica",services,Bribri,15931105907700979601,,,,,,current,current,,services|wellness,services|wellness
"Colibri Lodge Gandoca - Gandoca, Limón, Costa Rica",hotel,Gandoca,528214679408125557,,,current,,,,,,stay,stay
"Colores Restaurant and Beach Lounge - Manzanillo, Limón, Costa Rica",restaurant,Manzanillo,3520970534557309146,suggested,current,,,,,,,eat,eat|nightlife
"Congo Bongo EcoVillage - Manzanillo, Limón, Costa Rica",hotel,Manzanillo,9322669409493347402,,,current,,,,,,stay,stay
"Container House Cahuita - Cahuita, Limón, Costa Rica",hotel,Cahuita,14380415623970739171,,,current,,,,,,stay,stay
"Cool and Calm Cafe - Manzanillo, Limón, Costa Rica",restaurant,Manzanillo,15849146102448801527,,current,,,,,,,eat,eat
"Coral Vet - Cahuita, Limón, Costa Rica",services,Cahuita,16408576464930361263,,,,,,current,,,services,services
"Cruz Roja - Bribri, Limón, Costa Rica",services,Bribri,657883797543242654,,,,,,current,,,services,services
"El Arbol Jungle Houses - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,15871299217507782991,,,current,,,,,,stay,stay
"El Colibri Lodge - Manzanillo, Limón, Costa Rica",hotel,Manzanillo,10814072515975103387,,,current,,,,,,stay,stay
"El Colibri Rojo - Cahuita, Limón, Costa Rica",hotel,Cahuita,903286394928674373,,,current,,,,,,stay,stay
El Dragón,restaurant,Puerto Viejo,15307063167947850855,,current,,,,,,,eat,eat
"El Encanto Hotel - Cahuita, Limón, Costa Rica",hotel,Cahuita,8813389579965277531,,,current,,,,,,stay,stay
"Exotico Beach - Manzanillo, Limón, Costa Rica",hotel,Manzanillo,9510139176755946037,,,current,,,,,,stay,stay
"Faith Glamping Dome - Manzanillo, Limón, Costa Rica",hotel,Manzanillo,4259348950167927907,,,current,,,,,,stay,stay
"Farmacia Quiribri Cahuita - Cahuita, Limón, Costa Rica",shopping,Cahuita,17999991182202754642,,,,,current,current,,,services|shopping,services|shopping
"Farmacia San Gabriel - Cahuita, Limón, Costa Rica",shopping,Cahuita,9409071117936930456,,,,,current,current,,,services|shopping,services|shopping
"Fusión Restaurante - Sixaola, Limón, Costa Rica",restaurant,Sixaola,1530710866481715684,,current,,,,,,,eat,eat
"Gandoca Tours - Gandoca, Limón, Costa Rica",tour_company,Gandoca,369095546087240155,,,,current,,,,,things-to-do,things-to-do
"Goddess Garden - Cahuita, Limón, Costa Rica",hotel,Cahuita,186463717107051484,,,current,,,,,,stay,stay
"Green Corner - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,8586190007161993067,,,current,,,,,,stay,stay
"Green Lapa's Village - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,9791432593542222900,,,current,,,,,,stay,stay
"Hakuna Matata Hostel - Cahuita, Limón, Costa Rica",hostel,Cahuita,444550623725401269,,,current,,,,,,stay,stay
"Happy House Manzanillo - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,7613918281459191152,,,current,,,,,,stay,stay
"Hotel Boutique D'Angelo - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,13214603253697214599,,,current,,,,,,stay,stay
"Hotel Cabinas Nadine - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,353287636532313894,,,current,,,,,,stay,stay
"Hotel La Diosa - Cahuita, Limón, Costa Rica",hotel,Cahuita,12163838727176411611,,,current,,,,,,stay,stay
"Hotel Los Cielos del Caribe - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,17152278174809306212,,,current,,,,,,stay,stay
"Hungry Lion's Jamaican Restaurant - Cahuita, Limón, Costa Rica",restaurant,Cahuita,7931758129028338854,context,current,,,,,,,eat,eat
"Info Boutique - Cahuita, Limón, Costa Rica",shopping,Cahuita,16153266066667852472,,,,,current,,,,shopping,shopping
"Jungle Dreamz - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,17113013417158338712,,,current,,,,,,stay,stay
"Kañik Apart Hotel - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,918804293272785482,,,current,,,,,,stay,stay
"Kenaki Lodge - Cahuita, Limón, Costa Rica",hotel,Cahuita,5472805211653745581,,,current,,,,,,stay,stay
"La Casa Del Mango - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,3403734860617253025,,,current,,,,,,stay,stay
"La Casa de las Flores Hotel - Cahuita, Limón, Costa Rica",hotel,Cahuita,2827143409243576983,,,current,,,,,,stay,stay
"La Fundación Cahuita Playing for Change - Cahuita, Limón, Costa Rica",services,Cahuita,14444699894257942648,,,,,,current,,,services,services
"La Rana De Cahuita - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,11801731566865996686,,,current,,,,,,stay,stay
"La Shamana Ecolodge - Cahuita, Limón, Costa Rica",hotel,Cahuita,16726434082337585414,,,current,,,,,,stay,stay
"Lalola Villa - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,4188662448855075824,,,current,,,,,,stay,stay
"Lilan Nature - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,7842934647721083510,,,current,,,,,,stay,stay
"Manzanillo Caribbean Resort - Manzanillo, Limón, Costa Rica",hotel,Manzanillo,7812100596306456251,,,current,,,,,,stay,stay
"Marfi Inn - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,1016397361328131166,,,current,,,,,,stay,stay
"Maxi's Restaurant - Manzanillo, Limón, Costa Rica",restaurant,Manzanillo,2811947477184958270,,current,,,,,,,eat,eat
"Mayela Public Parking - Sixaola, Limón, Costa Rica",services,Sixaola,15101902642643077553,,,,,,current,,,services,services
"Mulata - Cahuita, Limón, Costa Rica",shopping,Cahuita,5024698566950962619,,,,,current,,,,shopping,shopping
"Nature Observatorio - Manzanillo, Limón, Costa Rica",tour_company,Manzanillo,315450376753766927,,,,current,,,,,things-to-do,things-to-do
"New Caribe Point - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,559816337485387828,,,current,,,,,,stay,stay
"OIJ - Bribri, Limón, Costa Rica",services,Bribri,6403317079907227998,,,,,,current,,,services,services
"Oasi Apartments - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,8808890887876405745,,,current,,,,,,stay,stay
"Ocean View Lodge Cahuita - Cahuita, Limón, Costa Rica",hotel,Cahuita,1791381660457758704,,,current,,,,,,stay,stay
"Pangea Lodge - Manzanillo, Limón, Costa Rica",vacation_rental,Manzanillo,3867328685837116832,,,current,,,,,,stay,stay
"Papaya Wildlife Lodge - Cahuita, Limón, Costa Rica",vacation_rental,Cahuita,304180330543571100,,,current,suggested,,,,,stay,stay|things-to-do
"Parqueo Sixaola - Sixaola, Limón, Costa Rica",services,Sixaola,3973269979891349390,,,,,,current,,,services,services
